CRTR_YR|ADMDST_CLSF_CD|HOHL_SPIDN|SPIDN|LFNR_SE_CD|HOHL_REL_CD|SD_CD|AAGE|NTNLTY_CD|FMNM_ACHM_CD|HS_SHAPE_CD|BRTH_YR|ENTCNY_YR
2023|26110000|HS00001482|SP00001482|1|3|1|54|410|001|G2|1962|
2023|11140000|HS00001483|SP00001483|1|1|2|48|410|001|G2|2001|
2023|28110000|HS00001484|SP00001484|1|2|1|29|410|003|G4|1944|
2023|45110000|HS00001485|SP00001485|1|1|2|63|410|004|G3|1970|
2023|11170000|HS00001486|SP00001486|1|1|1|94|410|004|G2|1984|
2023|11110000|HS00001487|SP00001487|1|1|1|68|410|001|G4|1932|
2023|11140000|HS00001488|SP00001488|1|5|1|75|410|003|G2|1939|
2023|41110000|HS00001489|SP00001489|1|1|2|80|410|002|G2|1970|
2023|26110000|HS00001490|SP00001490|1|1|1|22|410|002|G2|1970|
2023|41110000|HS00001491|SP00001491|1|2|1|79|410|003|G1|1935|
2023|11110000|HS00001492|SP00001492|1|5|1|38|410|003|G2|1989|
2023|26140000|HS00001493|SP00001493|1|4|1|69|410|003|G2|1973|
2023|27110000|HS00001494|SP00001494|1|2|2|93|410|001|G1|1961|
2023|28110000|HS00001495|SP00001495|1|1|1|87|410|002|G2|1977|
2023|41130000|HS00001496|SP00001496|1|2|1|51|410|002|G2|1980|
2023|44130000|HS00001497|SP00001497|1|3|1|82|410|001|G3|1995|
2023|28110000|HS00001498|SP00001498|1|4|1|66|410|001|G4|1983|
2023|45110000|HS00001499|SP00001499|1|3|1|29|410|002|G2|1977|
2023|41130000|HS00001500|SP00001500|1|1|2|37|410|001|G3|1941|
2023|26110000|HS00001501|SP00001501|1|1|1|91|410|003|G1|1978|
2023|11200000|HS00001502|SP00001502|1|2|1|88|410|001|G1|1991|
2023|26140000|HS00001503|SP00001503|1|1|1|86|156|001|G2|1940|
2023|41150000|HS00001504|SP00001504|1|1|2|48|410|004|G2|1977|
2023|26110000|HS00001505|SP00001505|1|1|2|44|410|003|G3|1935|
2023|46110000|HS00001506|SP00001506|1|2|2|80|410|003|G2|1995|
2023|41110000|HS00001507|SP00001507|1|4|2|21|410|001|G2|2002|
2023|45110000|HS00001508|SP00001508|1|3|1|87|410|001|G2|1934|
2023|42110000|HS00001509|SP00001509|1|4|2|65|410|004|G1|1996|
2023|26140000|HS00001510|SP00001510|1|3|2|67|840|004|G2|2003|
2023|11200000|HS00001511|SP00001511|1|3|1|52|410|004|G1|1955|
2023|43110000|HS00001512|SP00001512|1|1|2|93|410|004|G2|1980|
2023|26140000|HS00001513|SP00001513|1|2|2|76|410|001|G3|1967|
2023|26110000|HS00001514|SP00001514|1|1|2|24|410|004|G1|1973|
2023|46110000|HS00001515|SP00001515|1|1|1|59|410|002|G2|1981|
2023|41110000|HS00001516|SP00001516|1|1|2|84|156|003|G2|1967|
2023|11110000|HS00001517|SP00001517|1|3|2|25|410|002|G2|1984|
2023|41110000|HS00001518|SP00001518|1|3|1|75|410|003|G2|1987|
2023|28110000|HS00001519|SP00001519|1|4|2|38|410|004|G2|1987|
2023|45110000|HS00001520|SP00001520|1|5|2|57|410|004|G3|1995|
2023|43110000|HS00001521|SP00001521|1|4|1|86|410|003|G1|1964|2020
2023|11200000|HS00001522|SP00001522|1|1|1|56|410|002|G3|1962|
2023|11170000|HS00001523|SP00001523|1|4|1|22|410|003|G1|2002|
2023|41150000|HS00001524|SP00001524|1|3|2|21|410|002|G2|1969|
2023|11110000|HS00001525|SP00001525|1|4|2|75|410|001|G2|1948|
2023|26140000|HS00001526|SP00001526|1|1|1|89|410|003|G1|2003|
2023|11170000|HS00001527|SP00001527|1|1|2|41|410|001|G1|1981|
2023|11110000|HS00001528|SP00001528|1|4|2|90|410|002|G1|1931|
2023|46110000|HS00001529|SP00001529|1|1|2|53|410|003|G1|1971|
2023|11140000|HS00001530|SP00001530|1|1|2|24|410|004|G2|2002|2010
2023|11110000|HS00001531|SP00001531|1|1|2|59|410|003|G1|1964|
2023|46110000|HS00001532|SP00001532|1|1|2|93|410|004|G3|1973|
2023|11200000|HS00001533|SP00001533|1|1|2|38|410|004|G3|1988|
2023|44130000|HS00001534|SP00001534|2|5|2|92|410|001|G2|1998|
2023|11110000|HS00001535|SP00001535|1|4|1|68|410|004|G1|1937|
2023|11170000|HS00001536|SP00001536|1|4|2|49|410|002|G2|1943|
2023|11140000|HS00001537|SP00001537|1|1|2|72|410|003|G3|1952|
2023|43110000|HS00001538|SP00001538|1|1|2|50|410|001|G2|2002|
2023|41150000|HS00001539|SP00001539|1|1|1|26|410|003|G1|1938|
2023|41110000|HS00001540|SP00001540|1|1|2|85|410|003|G4|1968|
2023|26110000|HS00001541|SP00001541|1|1|1|48|410|004|G2|1968|
2023|11140000|HS00001542|SP00001542|1|3|1|62|410|004|G2|1938|
2023|41130000|HS00001543|SP00001543|1|5|1|75|410|004|G3|1971|
2023|11200000|HS00001544|SP00001544|1|2|1|26|410|003|G3|1986|
2023|41150000|HS00001545|SP00001545|1|1|2|74|410|004|G2|1986|
2023|42110000|HS00001546|SP00001546|1|1|2|47|410|001|G2|1934|
2023|45110000|HS00001547|SP00001547|1|1|2|60|410|004|G2|1963|
2023|41110000|HS00001548|SP00001548|1|1|2|54|410|001|G2|1960|
2023|11110000|HS00001549|SP00001549|1|2|1|78|410|002|G2|1959|
2023|26110000|HS00001550|SP00001550|1|1|2|34|410|004|G2|1987|
2023|45110000|HS00001551|SP00001551|1|2|1|28|410|003|G2|1972|
2023|41130000|HS00001552|SP00001552|1|3|2|50|410|004|G3|1932|
2023|41150000|HS00001553|SP00001553|1|1|1|28|410|003|G4|1993|
2023|28110000|HS00001554|SP00001554|1|1|2|38|410|003|G3|1932|
2023|11170000|HS00001555|SP00001555|1|1|2|69|410|001|G1|1983|
2023|46110000|HS00001556|SP00001556|1|1|2|81|410|004|G2|1981|
2023|44130000|HS00001557|SP00001557|1|2|2|72|410|003|G2|2002|
2023|47110000|HS00001558|SP00001558|1|3|2|43|410|003|G2|1954|
2023|45110000|HS00001559|SP00001559|1|4|1|81|410|002|G1|1980|
2023|26110000|HS00001560|SP00001560|1|2|2|50|410|004|G3|1969|
2023|26110000|HS00001561|SP00001561|1|1|1|33|410|002|G2|1960|
2023|26110000|HS00001562|SP00001562|1|1|1|76|410|001|G1|1956|
2023|46110000|HS00001563|SP00001563|1|1|2|58|410|001|G2|1932|
2023|41130000|HS00001564|SP00001564|1|1|1|47|410|003|G4|1962|
2023|28110000|HS00001565|SP00001565|1|4|1|69|410|003|G2|1990|
2023|47110000|HS00001566|SP00001566|1|1|1|74|410|001|G1|1951|
2023|41150000|HS00001567|SP00001567|1|1|2|36|840|003|G2|1999|
2023|46110000|HS00001568|SP00001568|1|1|2|28|410|004|G3|1940|
2023|47110000|HS00001569|SP00001569|1|1|1|58|410|003|G1|1981|
2023|11140000|HS00001570|SP00001570|1|4|2|23|410|004|G2|1949|
2023|27110000|HS00001571|SP00001571|1|1|1|67|410|001|G2|1992|
2023|43110000|HS00001572|SP00001572|1|1|1|52|410|002|G2|1973|
2023|44130000|HS00001573|SP00001573|1|1|1|36|410|003|G1|1951|
2023|11170000|HS00001574|SP00001574|1|3|1|64|410|002|G3|1957|
2023|26140000|HS00001575|SP00001575|1|2|2|48|156|001|G2|2003|
2023|41130000|HS00001576|SP00001576|1|2|1|49|410|002|G1|2001|
2023|44130000|HS00001577|SP00001577|1|1|1|36|156|002|G1|1930|
2023|11140000|HS00001578|SP00001578|1|1|2|70|410|001|G2|1964|
2023|41150000|HS00001579|SP00001579|1|4|1|87|410|002|G1|1939|
2023|26140000|HS00001580|SP00001580|1|1|2|66|410|002|G3|1998|
2023|11200000|HS00001581|SP00001581|1|1|2|37|410|004|G3|1967|
2023|41110000|HS00001582|SP00001582|1|2|2|82|410|002|G1|1960|
2023|28110000|HS00001583|SP00001583|1|1|2|29|410|002|G3|1934|
2023|41150000|HS00001584|SP00001584|1|1|1|41|410|002|G4|1950|
2023|26140000|HS00001585|SP00001585|1|3|1|22|410|003|G1|1956|
2023|44130000|HS00001586|SP00001586|1|1|2|83|410|002|G2|1981|
2023|11140000|HS00001587|SP00001587|1|1|1|23|410|004|G4|1929|
2023|45110000|HS00001588|SP00001588|1|1|1|60|410|002|G3|1979|2010
2023|11110000|HS00001589|SP00001589|1|3|2|34|410|002|G2|1983|
2023|43110000|HS00001590|SP00001590|1|1|2|35|410|001|G3|1949|
2023|26140000|HS00001591|SP00001591|1|1|1|65|410|004|G2|1929|2010
2023|27110000|HS00001592|SP00001592|1|2|2|80|410|002|G2|1939|
2023|11110000|HS00001593|SP00001593|1|2|2|21|410|001|G2|1990|
2023|42110000|HS00001594|SP00001594|1|5|1|31|410|001|G2|1942|
2023|11170000|HS00001595|SP00001595|1|1|1|41|410|002|G2|1977|
2023|42110000|HS00001596|SP00001596|1|1|2|90|410|004|G2|1987|1990
2023|43110000|HS00001597|SP00001597|1|2|1|24|410|001|G1|1933|
2023|45110000|HS00001598|SP00001598|1|2|1|33|410|001|G3|1932|
2023|43110000|HS00001599|SP00001599|1|1|1|50|410|003|G2|1976|
2023|26140000|HS00001600|SP00001600|1|2|2|44|410|002|G2|2002|
2023|43110000|HS00001601|SP00001601|1|1|2|23|410|004|G2|1988|
2023|45110000|HS00001602|SP00001602|1|3|1|60|410|004|G1|1963|
2023|26140000|HS00001603|SP00001603|1|3|1|65|410|003|G1|1999|
2023|11170000|HS00001604|SP00001604|1|1|2|33|410|002|G2|1986|
2023|46110000|HS00001605|SP00001605|1|5|1|71|410|003|G1|1992|
2023|11170000|HS00001606|SP00001606|1|5|2|24|410|003|G4|1932|2000
2023|41150000|HS00001607|SP00001607|1|1|1|74|410|002|G2|1977|
2023|26110000|HS00001608|SP00001608|1|1|2|39|410|002|G1|1975|
2023|11170000|HS00001609|SP00001609|1|2|2|36|410|004|G3|1972|
2023|44130000|HS00001610|SP00001610|1|1|2|34|410|003|G2|2003|
2023|11170000|HS00001611|SP00001611|1|1|1|85|410|002|G2|1963|
2023|42110000|HS00001612|SP00001612|1|1|1|57|410|004|G1|1935|
2023|42110000|HS00001613|SP00001613|1|5|2|71|410|002|G2|1942|
2023|11140000|HS00001614|SP00001614|1|1|1|35|410|001|G2|1985|
2023|11170000|HS00001615|SP00001615|1|3|2|24|410|004|G3|2002|
2023|44130000|HS00001616|SP00001616|1|1|2|22|410|004|G2|1945|
2023|41110000|HS00001617|SP00001617|1|1|1|53|410|002|G3|1940|
2023|11170000|HS00001618|SP00001618|1|4|1|44|410|004|G2|1934|
2023|47110000|HS00001619|SP00001619|1|1|2|77|410|002|G3|1960|
2023|26110000|HS00001620|SP00001620|1|1|2|79|410|003|G2|1968|
2023|11110000|HS00001621|SP00001621|1|1|2|43|410|001|G2|1947|
2023|46110000|HS00001622|SP00001622|1|2|1|52|410|003|G2|1952|
2023|11110000|HS00001623|SP00001623|1|1|1|48|410|001|G2|1947|
2023|41130000|HS00001624|SP00001624|1|1|1|70|156|001|G1|1982|
2023|47110000|HS00001625|SP00001625|1|1|1|67|410|004|G2|1936|
2023|41130000|HS00001626|SP00001626|1|1|1|68|410|001|G2|2001|
2023|41130000|HS00001627|SP00001627|1|1|1|24|410|002|G2|1996|
2023|27110000|HS00001628|SP00001628|1|2|2|45|410|004|G1|1954|
2023|11170000|HS00001629|SP00001629|1|1|1|92|410|004|G1|1961|
2023|41130000|HS00001630|SP00001630|1|1|2|45|410|002|G1|1962|
2023|46110000|HS00001631|SP00001631|1|2|2|33|410|001|G1|1935|
2023|11140000|HS00001632|SP00001632|1|3|1|34|410|002|G1|1938|
2023|45110000|HS00001633|SP00001633|1|1|2|22|410|003|G1|1950|
2023|28110000|HS00001634|SP00001634|1|1|1|78|410|002|G2|1991|
2023|41130000|HS00001635|SP00001635|1|1|2|20|410|003|G2|1996|
2023|11170000|HS00001636|SP00001636|1|5|2|64|410|004|G4|1993|
2023|41150000|HS00001637|SP00001637|1|1|1|49|410|003|G3|1957|
2023|11200000|HS00001638|SP00001638|1|1|2|27|410|003|G1|1950|
2023|26110000|HS00001639|SP00001639|1|1|1|86|410|003|G2|1944|2000
2023|43110000|HS00001640|SP00001640|1|1|2|75|410|001|G2|1996|
2023|11110000|HS00001641|SP00001641|1|1|1|81|410|003|G2|1983|
2023|28110000|HS00001642|SP00001642|2|1|1|90|410|004|G2|1978|
2023|41150000|HS00001643|SP00001643|1|2|2|88|410|003|G2|1956|
2023|11170000|HS00001644|SP00001644|1|2|2|72|410|004|G2|2000|
2023|26140000|HS00001645|SP00001645|1|2|1|60|410|004|G2|1940|
2023|26140000|HS00001646|SP00001646|1|3|2|72|410|002|G2|1997|
2023|42110000|HS00001647|SP00001647|1|1|2|53|410|002|G2|1964|
2023|47110000|HS00001648|SP00001648|1|4|1|33|410|004|G3|1934|
2023|45110000|HS00001649|SP00001649|1|3|2|48|410|002|G4|1989|
2023|11200000|HS00001650|SP00001650|1|3|2|55|410|003|G2|1952|
2023|11110000|HS00001651|SP00001651|1|3|1|23|410|003|G3|1962|2010
2023|11110000|HS00001652|SP00001652|1|1|2|83|410|001|G3|1942|
2023|41150000|HS00001653|SP00001653|1|1|2|88|410|002|G2|1959|
2023|11170000|HS00001654|SP00001654|1|1|1|51|410|002|G1|1940|
2023|11200000|HS00001655|SP00001655|1|1|2|57|410|001|G3|1973|
2023|45110000|HS00001656|SP00001656|1|1|2|83|410|004|G2|1991|
2023|45110000|HS00001657|SP00001657|1|1|2|54|410|004|G2|1953|
2023|45110000|HS00001658|SP00001658|1|1|2|71|410|004|G2|1931|2020
2023|26110000|HS00001659|SP00001659|1|4|1|58|156|001|G2|1971|
2023|41150000|HS00001660|SP00001660|2|2|1|40|410|002|G1|1942|
2023|41150000|HS00001661|SP00001661|1|2|1|79|410|001|G4|1938|
2023|11200000|HS00001662|SP00001662|1|1|1|34|410|001|G2|1955|
2023|41130000|HS00001663|SP00001663|1|2|2|36|410|003|G2|1944|
2023|41110000|HS00001664|SP00001664|1|4|2|71|410|004|G2|1961|
2023|27110000|HS00001665|SP00001665|1|2|1|73|410|001|G1|1943|
2023|43110000|HS00001666|SP00001666|1|2|2|91|410|003|G2|1978|
2023|42110000|HS00001667|SP00001667|1|1|2|73|156|001|G2|1964|
2023|41130000|HS00001668|SP00001668|1|1|1|21|410|004|G2|1998|
2023|43110000|HS00001669|SP00001669|1|2|1|83|410|001|G2|1989|
2023|43110000|HS00001670|SP00001670|2|5|1|51|410|002|G4|1960|
2023|41130000|HS00001671|SP00001671|1|1|2|20|410|001|G3|1949|
2023|26110000|HS00001672|SP00001672|1|1|1|63|410|002|G1|2001|
2023|43110000|HS00001673|SP00001673|2|1|2|32|410|002|G2|1998|
2023|43110000|HS00001674|SP00001674|1|1|1|51|840|003|G2|2003|
2023|47110000|HS00001675|SP00001675|1|5|1|55|410|004|G3|1965|
2023|11170000|HS00001676|SP00001676|1|3|1|25|410|004|G3|1978|
2023|28110000|HS00001677|SP00001677|1|1|1|83|410|002|G2|2000|
2023|46110000|HS00001678|SP00001678|1|1|1|58|410|004|G3|1944|
2023|41110000|HS00001679|SP00001679|1|1|2|92|410|002|G2|1964|
2023|47110000|HS00001680|SP00001680|1|1|1|54|410|001|G2|2003|
2023|11110000|HS00001681|SP00001681|1|2|1|64|410|003|G2|1952|
2023|11110000|HS00001682|SP00001682|1|3|1|80|410|003|G2|1935|
2023|44130000|HS00001683|SP00001683|1|2|2|35|410|002|G2|1972|
2023|27110000|HS00001684|SP00001684|1|1|1|88|410|003|G2|1932|
2023|41110000|HS00001685|SP00001685|1|3|2|33|410|002|G3|1972|
2023|28110000|HS00001686|SP00001686|1|3|2|94|410|001|G4|1998|
2023|27110000|HS00001687|SP00001687|1|1|1|67|410|002|G2|1994|
2023|46110000|HS00001688|SP00001688|1|2|2|58|410|002|G2|1998|
2023|11140000|HS00001689|SP00001689|1|2|2|35|410|002|G2|1981|
2023|44130000|HS00001690|SP00001690|1|3|1|62|410|004|G1|1975|
2023|46110000|HS00001691|SP00001691|1|1|2|61|410|002|G3|1970|
2023|42110000|HS00001692|SP00001692|1|1|1|93|410|003|G2|1967|
2023|27110000|HS00001693|SP00001693|1|1|2|82|410|001|G1|1939|
2023|11170000|HS00001694|SP00001694|1|1|2|56|410|002|G3|2003|
2023|42110000|HS00001695|SP00001695|1|1|1|49|410|004|G2|1936|
2023|28110000|HS00001696|SP00001696|1|3|1|49|410|004|G1|1986|
2023|11170000|HS00001697|SP00001697|1|1|1|48|410|004|G1|1932|
2023|27110000|HS00001698|SP00001698|1|1|1|21|410|001|G3|1993|
2023|47110000|HS00001699|SP00001699|1|5|1|22|410|004|G3|1996|
2023|26110000|HS00001700|SP00001700|1|2|2|76|410|002|G2|1994|
2023|11200000|HS00001701|SP00001701|1|1|2|39|410|001|G1|1981|
2023|42110000|HS00001702|SP00001702|1|2|1|50|410|001|G1|1933|
2023|11200000|HS00001703|SP00001703|1|1|2|72|410|004|G2|1969|
2023|46110000|HS00001704|SP00001704|1|1|2|65|410|003|G2|1991|
2023|45110000|HS00001705|SP00001705|1|2|2|47|410|003|G2|1955|
2023|47110000|HS00001706|SP00001706|1|1|2|76|410|004|G2|1965|
2023|46110000|HS00001707|SP00001707|1|1|1|31|410|001|G2|1951|
2023|26110000|HS00001708|SP00001708|1|1|2|55|410|001|G2|1948|
2023|11200000|HS00001709|SP00001709|1|3|2|27|410|004|G2|1945|
2023|26140000|HS00001710|SP00001710|1|1|2|59|410|003|G1|1992|
2023|28110000|HS00001711|SP00001711|1|3|2|27|410|004|G2|1966|
2023|45110000|HS00001712|SP00001712|1|1|1|90|410|003|G2|1956|
2023|43110000|HS00001713|SP00001713|1|2|2|69|410|001|G2|1962|
2023|41150000|HS00001714|SP00001714|1|1|2|38|410|003|G1|1931|
2023|45110000|HS00001715|SP00001715|1|1|1|65|410|004|G1|1931|
2023|41150000|HS00001716|SP00001716|1|2|1|46|410|001|G2|1943|
2023|27110000|HS00001717|SP00001717|1|2|2|58|410|001|G2|1985|
2023|28110000|HS00001718|SP00001718|1|1|1|32|156|002|G2|1964|
2023|41110000|HS00001719|SP00001719|1|1|1|57|410|002|G2|1943|
2023|11140000|HS00001720|SP00001720|1|1|2|28|410|003|G2|1983|
2023|43110000|HS00001721|SP00001721|1|1|1|31|410|001|G2|1950|
2023|42110000|HS00001722|SP00001722|1|2|2|63|410|004|G2|1985|
2023|43110000|HS00001723|SP00001723|1|1|2|57|410|001|G1|1993|1990
2023|41130000|HS00001724|SP00001724|1|2|1|42|410|001|G3|1986|
2023|44130000|HS00001725|SP00001725|1|1|1|24|410|004|G2|1934|
2023|47110000|HS00001726|SP00001726|1|1|1|51|410|002|G3|1929|
2023|41130000|HS00001727|SP00001727|1|1|1|89|410|003|G1|1939|
2023|28110000|HS00001728|SP00001728|1|1|1|73|410|002|G3|1983|
2023|11140000|HS00001729|SP00001729|1|1|2|24|410|002|G3|1945|
2023|44130000|HS00001730|SP00001730|1|4|2|90|410|003|G1|1987|
2023|46110000|HS00001731|SP00001731|1|1|2|51|410|004|G2|1994|
2023|42110000|HS00001732|SP00001732|1|3|2|63|410|001|G2|1984|
2023|45110000|HS00001733|SP00001733|1|1|1|20|410|004|G2|1993|
2023|45110000|HS00001734|SP00001734|1|1|1|43|410|001|G2|1955|
2023|44130000|HS00001735|SP00001735|1|1|2|78|410|004|G3|1952|
2023|41110000|HS00001736|SP00001736|1|1|2|44|410|004|G2|2001|
2023|11140000|HS00001737|SP00001737|1|2|1|32|410|004|G4|1995|
2023|11110000|HS00001738|SP00001738|1|3|1|26|840|003|G3|1968|
2023|11200000|HS00001739|SP00001739|1|2|1|89|410|004|G3|1995|2000
2023|28110000|HS00001740|SP00001740|1|2|1|80|410|004|G2|1941|
2023|43110000|HS00001741|SP00001741|1|1|1|23|410|003|G2|1973|
2023|28110000|HS00001742|SP00001742|1|1|1|89|410|004|G3|1973|
2023|11110000|HS00001743|SP00001743|1|3|2|81|410|002|G2|2003|
2023|11200000|HS00001744|SP00001744|1|1|1|46|410|004|G1|1951|
2023|47110000|HS00001745|SP00001745|1|1|1|69|410|004|G2|1949|
2023|47110000|HS00001746|SP00001746|1|4|2|39|410|003|G1|1947|2010
2023|27110000|HS00001747|SP00001747|1|5|1|38|410|001|G3|1963|
2023|44130000|HS00001748|SP00001748|1|2|1|73|410|001|G2|1983|
2023|43110000|HS00001749|SP00001749|1|1|2|35|410|001|G2|1998|
2023|46110000|HS00001750|SP00001750|1|3|2|46|410|003|G1|1980|
2023|46110000|HS00001751|SP00001751|1|1|2|46|410|002|G2|1963|
2023|41150000|HS00001752|SP00001752|1|1|1|31|410|004|G2|1995|
2023|27110000|HS00001753|SP00001753|1|1|2|82|410|002|G2|1999|
2023|41150000|HS00001754|SP00001754|1|4|1|70|410|001|G2|1987|
2023|26140000|HS00001755|SP00001755|1|4|2|84|410|003|G2|1998|
2023|26140000|HS00001756|SP00001756|1|2|1|59|410|001|G2|2002|
2023|41150000|HS00001757|SP00001757|1|1|1|33|410|004|G2|1967|2010
2023|41130000|HS00001758|SP00001758|1|1|1|40|410|001|G2|1948|
2023|41130000|HS00001759|SP00001759|1|1|1|46|410|002|G3|1966|
2023|27110000|HS00001760|SP00001760|1|4|2|90|410|004|G3|1997|
2023|27110000|HS00001761|SP00001761|1|1|1|37|410|003|G3|1978|
2023|11110000|HS00001762|SP00001762|1|1|1|71|410|004|G2|2001|
2023|41150000|HS00001763|SP00001763|1|3|2|29|410|002|G1|1957|
2023|41130000|HS00001764|SP00001764|1|1|1|91|410|004|G3|1986|
2023|46110000|HS00001765|SP00001765|1|3|1|68|410|003|G4|1974|
2023|41110000|HS00001766|SP00001766|1|1|2|52|410|003|G1|1936|
2023|28110000|HS00001767|SP00001767|1|3|1|45|410|001|G2|1959|
2023|11140000|HS00001768|SP00001768|1|1|2|46|410|004|G2|1946|
2023|11200000|HS00001769|SP00001769|1|1|1|36|410|001|G1|1977|
2023|26140000|HS00001770|SP00001770|1|1|1|64|410|002|G4|1934|
2023|27110000|HS00001771|SP00001771|1|1|1|84|410|003|G3|1950|
2023|27110000|HS00001772|SP00001772|1|2|1|38|410|004|G4|1965|
2023|27110000|HS00001773|SP00001773|1|1|2|76|410|003|G1|1960|
2023|44130000|HS00001774|SP00001774|1|1|1|62|410|002|G2|1957|
2023|11170000|HS00001775|SP00001775|1|3|2|78|410|002|G3|1991|
2023|26140000|HS00001776|SP00001776|1|1|2|77|410|004|G2|1985|
2023|11170000|HS00001777|SP00001777|1|2|1|22|410|002|G2|1952|
2023|26140000|HS00001778|SP00001778|1|3|2|21|410|004|G2|1970|
2023|42110000|HS00001779|SP00001779|1|1|2|88|410|001|G1|1945|
2023|11110000|HS00001780|SP00001780|1|3|1|31|410|003|G2|1964|
2023|26140000|HS00001781|SP00001781|1|1|2|63|840|003|G3|1999|
2023|11110000|HS00001782|SP00001782|1|1|1|76|840|003|G1|1954|2000
2023|47110000|HS00001783|SP00001783|1|1|1|57|410|002|G1|1958|
2023|43110000|HS00001784|SP00001784|1|3|1|20|410|003|G2|1976|
2023|26110000|HS00001785|SP00001785|1|2|1|20|410|002|G2|1944|
2023|11200000|HS00001786|SP00001786|1|2|1|70|410|003|G2|1977|
2023|11140000|HS00001787|SP00001787|1|5|2|87|410|004|G1|1995|
2023|41110000|HS00001788|SP00001788|1|1|1|45|410|003|G2|1994|
2023|43110000|HS00001789|SP00001789|1|4|1|60|410|003|G2|1936|
2023|41130000|HS00001790|SP00001790|1|3|1|90|410|004|G2|1975|
2023|45110000|HS00001791|SP00001791|1|4|2|81|410|001|G2|1972|
2023|26140000|HS00001792|SP00001792|1|4|2|60|410|003|G2|1981|
2023|26110000|HS00001793|SP00001793|1|5|2|69|410|003|G2|1948|
2023|41110000|HS00001794|SP00001794|1|1|2|92|410|003|G2|1958|
2023|11200000|HS00001795|SP00001795|1|3|2|79|410|001|G2|1936|
2023|47110000|HS00001796|SP00001796|1|3|2|51|156|004|G2|1936|
2023|11200000|HS00001797|SP00001797|1|2|2|71|410|001|G2|1929|
2023|41110000|HS00001798|SP00001798|1|1|2|44|410|002|G2|1979|
2023|41110000|HS00001799|SP00001799|1|5|2|89|410|003|G2|1960|
2023|11110000|HS00001800|SP00001800|1|1|1|27|410|002|G2|1978|
2023|28110000|HS00001801|SP00001801|1|1|2|36|410|001|G2|1951|
2023|28110000|HS00001802|SP00001802|1|2|2|45|410|003|G2|1947|
2023|26110000|HS00001803|SP00001803|2|1|1|35|410|002|G2|1985|2000
2023|11170000|HS00001804|SP00001804|1|3|2|64|410|004|G1|1939|
2023|11110000|HS00001805|SP00001805|1|1|2|73|410|004|G3|1982|
2023|11110000|HS00001806|SP00001806|1|2|2|86|410|002|G2|1930|
2023|41110000|HS00001807|SP00001807|1|3|2|57|410|003|G1|1940|
2023|11140000|HS00001808|SP00001808|1|1|2|66|410|001|G2|2002|1990
2023|47110000|HS00001809|SP00001809|1|3|2|64|410|004|G2|1974|
2023|26110000|HS00001810|SP00001810|1|1|2|20|410|001|G3|1974|
2023|42110000|HS00001811|SP00001811|1|3|2|73|410|004|G3|1942|
2023|42110000|HS00001812|SP00001812|1|5|1|21|410|004|G3|1949|
2023|41110000|HS00001813|SP00001813|1|1|1|61|410|002|G2|2000|
2023|46110000|HS00001814|SP00001814|1|2|1|94|410|004|G3|1940|
2023|11140000|HS00001815|SP00001815|1|2|2|79|410|003|G2|1987|
2023|11200000|HS00001816|SP00001816|1|2|2|57|410|003|G3|1976|
2023|26110000|HS00001817|SP00001817|1|3|2|43|410|002|G1|1991|
2023|11170000|HS00001818|SP00001818|1|1|2|82|410|001|G3|1992|
2023|26140000|HS00001819|SP00001819|1|2|2|84|410|003|G2|1964|
2023|26140000|HS00001820|SP00001820|1|1|2|47|410|001|G2|1997|
2023|44130000|HS00001821|SP00001821|1|1|2|28|410|002|G4|1997|
2023|26140000|HS00001822|SP00001822|1|4|1|63|410|001|G2|1945|
2023|45110000|HS00001823|SP00001823|1|1|2|67|410|001|G3|1978|
2023|44130000|HS00001824|SP00001824|1|2|1|90|410|001|G1|1955|
2023|46110000|HS00001825|SP00001825|1|1|2|86|410|001|G2|1930|
2023|11140000|HS00001826|SP00001826|1|3|2|37|410|004|G2|2000|
2023|47110000|HS00001827|SP00001827|1|2|1|38|410|004|G1|1944|
2023|41150000|HS00001828|SP00001828|1|1|1|94|410|004|G3|1995|
2023|47110000|HS00001829|SP00001829|1|1|1|44|410|001|G2|1946|
2023|27110000|HS00001830|SP00001830|1|1|1|54|410|004|G2|1981|
2023|47110000|HS00001831|SP00001831|1|5|2|42|410|003|G2|1993|
2023|41150000|HS00001832|SP00001832|1|2|2|49|410|004|G1|1986|2010
2023|11140000|HS00001833|SP00001833|1|1|2|62|410|004|G3|1976|
2023|27110000|HS00001834|SP00001834|1|3|2|41|410|002|G3|1949|
2023|11170000|HS00001835|SP00001835|1|1|2|50|410|003|G2|1952|
2023|47110000|HS00001836|SP00001836|1|1|1|46|410|003|G2|1949|
2023|26140000|HS00001837|SP00001837|1|1|1|28|410|002|G2|2002|
2023|11200000|HS00001838|SP00001838|1|1|1|79|410|002|G2|1930|
2023|41130000|HS00001839|SP00001839|1|3|1|86|410|001|G3|1971|
2023|28110000|HS00001840|SP00001840|1|4|1|56|410|001|G2|1995|
2023|11140000|HS00001841|SP00001841|1|4|1|35|410|004|G2|1934|
2023|44130000|HS00001842|SP00001842|1|4|1|68|410|003|G2|1944|
2023|45110000|HS00001843|SP00001843|1|1|2|60|410|003|G2|1997|
2023|43110000|HS00001844|SP00001844|1|1|2|61|410|003|G3|1971|
2023|41150000|HS00001845|SP00001845|1|2|2|64|410|002|G1|1936|
