기준년월|광역시도코드|시군구코드|시군구명|업종코드|업종명|평균단가|거래건수|평균매출금액|전월대비변화율|전년동월대비변화율
202501|45|11110|부산진구|GG0201|일식|22121|3470|3680157|0.1411|-0.1618
202501|44|47110|강남구|LL0101|한식|23021|950|227263|0.0337|0.2522
202501|11|41150|강남구|LL0101|일식|17024|4515|6771817|0.0963|0.1987
202501|26|41150|성남시|FF0101|일식|22183|3189|9884513|0.1672|-0.2268
202501|46|11110|수원시|FF0101|일식|8478|966|5197107|0.2918|0.1342
202501|47|47110|강남구|FF0101|한식|6387|347|8269881|-0.0402|0.3537
202501|47|41150|성남시|FF0101|일식|5680|1706|5195444|-0.0674|0.1612
202501|43|11170|수원시|GG0201|일식|10775|289|9485675|0.2233|0.0252
202501|47|41150|서초구|GG0101|일식|9642|3098|226989|-0.1178|-0.0773
202501|47|45110|서초구|GG0101|중식|18071|99|887899|-0.0211|0.0483
202501|26|41130|서초구|GG0101|일식|6348|3566|4787108|0.2977|0.0882
202501|47|26140|서초구|GG0201|카페|11758|1652|8905295|0.198|-0.1039
202501|47|41110|부산진구|GG0201|중식|17596|3165|2585400|-0.1365|0.0047
202501|43|41110|수원시|GG0201|일식|7631|3040|6647495|0.2003|-0.0828
202501|46|45110|서초구|GG0201|중식|14975|4792|504197|0.0111|0.2209
202501|41|28110|강남구|GG0201|일식|8203|4497|7375451|0.1822|-0.24
202501|42|45110|강남구|GG0201|일식|26829|3872|8263379|-0.1045|-0.2125
202501|11|26110|부산진구|FF0101|일식|28591|1534|8643243|-0.0562|0.1971
202501|43|42110|부산진구|LL0101|일식|6471|3340|5549418|0.0623|0.238
202501|41|28110|부산진구|GG0201|카페|22022|3558|5903023|-0.0516|0.307
202501|44|41150|서초구|FF0101|중식|27120|233|9737322|0.0479|-0.2841
202501|43|41110|부산진구|GG0201|카페|29868|3863|1341133|0.1738|-0.2985
202501|46|44130|부산진구|FF0101|일식|16098|3883|7793491|-0.0098|0.0592
202501|45|42110|부산진구|GG0101|카페|16302|3866|2232735|0.1155|-0.0066
202501|41|11200|성남시|GG0201|중식|8152|390|1728612|0.0344|0.3609
202501|11|47110|부산진구|GG0101|중식|22836|4943|2647341|0.2717|-0.0993
202501|46|43110|수원시|FF0101|일식|18259|505|4163350|0.159|0.2934
202501|44|42110|부산진구|LL0101|중식|26122|2112|8002807|-0.1068|0.1182
202501|26|45110|수원시|GG0201|카페|13239|608|2978391|0.135|-0.2841
202501|42|11200|성남시|GG0101|중식|11779|4583|3974829|0.1901|0.2378
202501|26|45110|수원시|LL0101|중식|11934|964|1440894|0.2594|-0.2451
202501|27|41130|부산진구|LL0101|일식|7092|3459|7646187|0.2336|0.2383
202501|11|27110|부산진구|GG0201|카페|15044|62|7327795|0.169|0.0305
202501|46|45110|서초구|FF0101|한식|28928|2093|4802611|-0.146|0.1909
202501|26|26110|서초구|GG0101|카페|19223|156|1370414|-0.0392|-0.0346
202501|26|41150|성남시|LL0101|카페|9034|2332|8571599|0.2612|-0.1433
202501|26|11200|성남시|GG0101|카페|21123|2268|8226436|-0.0255|-0.2573
202501|46|27110|강남구|LL0101|중식|23593|1972|9772390|-0.1826|0.184
202501|44|45110|서초구|GG0201|중식|17110|4565|7126639|-0.0112|-0.1349
202501|46|28110|강남구|GG0201|카페|23847|2597|9924475|-0.0544|0.3407
202501|44|44130|성남시|GG0101|카페|8976|514|8014316|0.2835|0.1959
202501|26|11200|부산진구|FF0101|중식|28462|2828|3519558|0.1344|-0.0329
202501|47|27110|부산진구|GG0201|일식|27951|1249|6464364|-0.142|-0.0706
202501|41|41110|수원시|GG0101|카페|8906|1781|945774|-0.0476|-0.2177
202501|47|43110|성남시|GG0101|카페|22047|3230|2706688|-0.0911|0.231
202501|44|41110|서초구|GG0201|카페|14870|2872|7121044|0.1554|-0.2448
202501|11|11110|수원시|GG0101|일식|16012|2556|7486873|-0.0404|0.0301
202501|47|11140|수원시|GG0101|한식|20788|1282|3385459|0.0007|-0.005
202501|11|43110|서초구|GG0201|카페|25491|2456|125385|0.0604|-0.0081
202501|45|45110|강남구|FF0101|한식|10835|2729|5128125|0.0886|-0.2986
202501|26|27110|강남구|GG0201|한식|7890|233|8030652|0.0595|-0.027
202501|46|46110|서초구|GG0201|카페|29083|4104|9890125|0.2853|-0.219
202501|11|11110|수원시|FF0101|중식|13280|1574|2005960|0.2253|-0.2884
202501|27|27110|성남시|GG0101|한식|19125|4397|1245125|0.2934|0.0622
202501|42|11140|수원시|GG0101|중식|23754|2020|7654634|0.0694|0.0288
202501|41|28110|서초구|FF0101|일식|19909|4777|1022464|0.2767|-0.152
202501|44|41150|성남시|GG0201|일식|16197|3908|8820281|0.1789|-0.0413
202501|46|27110|강남구|GG0101|한식|19783|1934|267416|-0.1905|-0.1173
202501|41|42110|수원시|GG0201|중식|28168|2076|9786589|0.0024|0.2193
202501|45|11200|서초구|GG0201|카페|11271|755|6239298|0.0956|0.367
202501|26|11140|부산진구|GG0101|일식|24692|3880|6407672|0.1464|-0.0961
202501|45|27110|수원시|GG0101|중식|15590|1481|2854638|-0.1952|0.1938
202501|47|42110|수원시|FF0101|일식|5273|83|9366981|-0.0359|-0.2995
202501|45|43110|서초구|LL0101|일식|17397|4501|5770340|0.1347|0.0777
202501|45|41110|수원시|LL0101|중식|26927|4276|1222224|0.0775|0.2221
202501|41|11200|서초구|GG0201|일식|29107|137|802417|-0.015|-0.0561
202501|27|44130|강남구|FF0101|일식|9449|2666|8291940|0.0877|-0.1268
202501|44|43110|성남시|FF0101|카페|22645|2243|5543871|0.1644|0.237
202501|44|47110|강남구|GG0201|카페|29122|302|917920|0.0711|-0.158
202501|47|45110|수원시|GG0201|중식|27968|3823|2435431|-0.1248|0.0961
202501|27|27110|서초구|LL0101|일식|16470|2524|7738294|0.2747|0.0542
202501|44|11170|서초구|GG0201|한식|5818|3368|9521403|0.1756|0.2636
202501|46|27110|수원시|FF0101|일식|26792|2922|5191244|0.2122|-0.1203
202501|47|41150|서초구|LL0101|중식|17852|1440|9554761|0.2682|0.2034
202501|26|44130|성남시|LL0101|카페|21576|4562|4281282|-0.02|-0.2009
202501|41|41130|수원시|GG0201|한식|12402|3934|7877801|0.0439|-0.1404
202501|44|28110|성남시|FF0101|중식|5617|3977|8544283|0.25|0.0669
202501|27|41110|성남시|LL0101|일식|15788|1272|985145|-0.055|0.2034
202501|42|43110|강남구|LL0101|일식|29025|4077|697164|0.2501|-0.1695
202501|42|47110|강남구|FF0101|한식|27694|2049|8022418|-0.1214|-0.1088
202501|46|11140|부산진구|GG0201|한식|28317|4174|3224429|0.1258|0.1538
202501|42|28110|서초구|GG0101|한식|17353|70|6420975|0.0815|0.2511
202501|47|41130|강남구|GG0201|카페|23063|2391|9605639|0.1732|0.0352
202501|46|43110|성남시|GG0201|카페|21008|886|3994895|-0.1707|-0.241
202501|47|41150|서초구|GG0201|카페|13588|4083|8821031|0.123|0.2255
202501|26|41150|강남구|FF0101|카페|20401|3746|6678422|0.0385|-0.2115
202501|26|46110|강남구|GG0101|한식|20913|1735|1841050|-0.1894|-0.1488
202501|11|41130|성남시|GG0101|일식|27681|4922|8201884|-0.1371|-0.0226
202501|43|27110|강남구|GG0101|일식|18066|2725|8334689|0.118|0.0905
202501|27|11170|성남시|GG0201|일식|5379|1630|9392308|-0.031|-0.1296
202501|44|11200|부산진구|FF0101|카페|7358|2313|9815438|0.0353|0.0745
202501|46|26140|부산진구|LL0101|한식|28666|840|3306067|0.0979|0.1212
202501|47|11110|강남구|GG0101|중식|23592|3799|4464233|0.1908|-0.1917
202501|26|11200|수원시|LL0101|카페|6413|4262|1536009|-0.1739|-0.0029
202501|26|11110|강남구|FF0101|카페|8820|3948|7060440|-0.0654|-0.0553
202501|44|11110|수원시|GG0101|중식|23582|3952|7550130|0.1785|-0.069
202501|45|11110|서초구|LL0101|카페|24145|252|9050198|0.2736|-0.2026
202501|46|42110|부산진구|GG0101|중식|10830|1505|1560393|-0.0523|0.0635
202501|41|28110|부산진구|LL0101|카페|15367|1538|6067404|0.1929|0.1639
202501|43|44130|서초구|GG0201|중식|7641|3243|4313935|-0.14|-0.23
202501|42|41110|강남구|GG0101|중식|5372|2473|5201932|0.0903|0.1472
202501|43|47110|수원시|LL0101|일식|16914|2893|6915651|0.0374|-0.1379
202501|43|11140|강남구|GG0201|일식|27707|4572|7234811|0.2642|0.3641
202501|45|46110|강남구|GG0101|한식|9094|2223|3526371|0.223|0.1337
202501|27|11170|서초구|GG0101|중식|7673|1556|5907037|-0.166|0.1675
202501|41|46110|성남시|GG0201|한식|16950|1555|2192348|-0.096|-0.0414
202501|42|47110|서초구|FF0101|일식|8065|734|7495463|-0.1126|-0.0017
202501|41|11170|수원시|FF0101|카페|26893|1978|796642|0.1588|0.3983
202501|41|46110|강남구|LL0101|한식|14460|2784|1015601|0.1553|0.2923
202501|41|26110|강남구|FF0101|카페|20349|1818|8023496|-0.0658|0.3686
202501|11|41130|서초구|GG0201|중식|21990|293|1628406|-0.0068|-0.0016
202501|45|45110|강남구|FF0101|일식|21024|4806|3342595|-0.0603|-0.2934
202501|11|11200|성남시|GG0201|일식|10845|4775|2485576|0.1845|-0.2342
202501|44|11140|성남시|GG0101|한식|26109|1367|8990294|0.243|0.192
202501|11|11140|수원시|FF0101|중식|19336|1627|9017931|0.16|-0.265
202501|41|45110|서초구|GG0101|중식|10954|1702|4110579|-0.0388|-0.0353
